title,abstract,authors,link,source,cleaned_abstract,kmeans_cluster,bertopic_topic,x,y
"Predicting rice blast disease: machine learning versus process based
  models","Rice is the second most important cereal crop worldwide, and the first in terms of number of people who depend on it as a major staple food. Rice blast disease is the most important biotic constraint of rice cultivation causing each year millions of dollars of losses. Despite the efforts for breeding new resistant varieties, agricultural practices and chemical control are still the most important methods for disease management. Thus, rice blast forecasting is a primary tool to support rice growers in controlling the disease. In this study, we compared four models for predicting rice blast disease, two operational process-based models (Yoshino and WARM) and two approaches based on machine learning algorithms (M5Rules and RNN), the former inducing a rule-based model and the latter building a neural network. In situ telemetry is important to obtain quality in-field data for predictive models and this was a key aspect of the RICE-GUARD project on which this study is based. According to the authors, this is the first time process-based and machine learning modelling approaches for supporting plant disease management are compared.","David F. Nettleton, Dimitrios Katsantonis, Argyris Kalaitzidis, Natasa Sarafijanovic-Djukic, Pau Puigdollers, Roberto Confalonieri",http://arxiv.org/abs/2004.01602v1,arXiv,rice is the second most important cereal crop worldwide and the first in terms of number of people who depend on it as a major staple food rice blast disease is the most important biotic constraint of rice cultivation causing each year millions of dollars of losses despite the efforts for breeding new resistant varieties agricultural practices and chemical control are still the most important methods for disease management thus rice blast forecasting is a primary tool to support rice growers in controlling the disease in this study we compared four models for predicting rice blast disease two operational process-based models yoshino and warm and two approaches based on machine learning algorithms m5rules and rnn the former inducing a rule-based model and the latter building a neural network in situ telemetry is important to obtain quality in-field data for predictive models and this was a key aspect of the rice-guard project on which this study is based according to the authors this is the first time process-based and machine learning modelling approaches for supporting plant disease management are compared,3,0,10.966397,-2.3194368
"Machine Learning-Based Jamun Leaf Disease Detection: A Comprehensive
  Review","Jamun leaf diseases pose a significant threat to agricultural productivity, negatively impacting both yield and quality in the jamun industry. The advent of machine learning has opened up new avenues for tackling these diseases effectively. Early detection and diagnosis are essential for successful crop management. While no automated systems have yet been developed specifically for jamun leaf disease detection, various automated systems have been implemented for similar types of disease detection using image processing techniques. This paper presents a comprehensive review of machine learning methodologies employed for diagnosing plant leaf diseases through image classification, which can be adapted for jamun leaf disease detection. It meticulously assesses the strengths and limitations of various Vision Transformer models, including Transfer learning model and vision transformer (TLMViT), SLViT, SE-ViT, IterationViT, Tiny-LeViT, IEM-ViT, GreenViT, and PMViT. Additionally, the paper reviews models such as Dense Convolutional Network (DenseNet), Residual Neural Network (ResNet)-50V2, EfficientNet, Ensemble model, Convolutional Neural Network (CNN), and Locally Reversible Transformer. These machine-learning models have been evaluated on various datasets, demonstrating their real-world applicability. This review not only sheds light on current advancements in the field but also provides valuable insights for future research directions in machine learning-based jamun leaf disease detection and classification.","Auvick Chandra Bhowmik, Md. Taimur Ahad, Yousuf Rayhan Emon",http://arxiv.org/abs/2311.15741v1,arXiv,jamun leaf diseases pose a significant threat to agricultural productivity negatively impacting both yield and quality in the jamun industry the advent of machine learning has opened up new avenues for tackling these diseases effectively early detection and diagnosis are essential for successful crop management while no automated systems have yet been developed specifically for jamun leaf disease detection various automated systems have been implemented for similar types of disease detection using image processing techniques this paper presents a comprehensive review of machine learning methodologies employed for diagnosing plant leaf diseases through image classification which can be adapted for jamun leaf disease detection it meticulously assesses the strengths and limitations of various vision transformer models including transfer learning model and vision transformer tlmvit slvit se-vit iterationvit tiny-levit iem-vit greenvit and pmvit additionally the paper reviews models such as dense convolutional network densenet residual neural network resnet -50v2 efficientnet ensemble model convolutional neural network cnn and locally reversible transformer these machine-learning models have been evaluated on various datasets demonstrating their real-world applicability this review not only sheds light on current advancements in the field but also provides valuable insights for future research directions in machine learning-based jamun leaf disease detection and classification,4,0,10.850458,-5.0689845
Plant Disease Detection from Images,Plant disease detection is a huge problem and often require professional help to detect the disease. This research focuses on creating a deep learning model that detects the type of disease that affected the plant from the images of the leaves of the plants. The deep learning is done with the help of Convolutional Neural Network by performing transfer learning. The model is created using transfer learning and is experimented with both resnet 34 and resnet 50 to demonstrate that discriminative learning gives better results. This method achieved state of art results for the dataset used. The main goal is to lower the professional help to detect the plant diseases and make this model accessible to as many people as possible.,Anjaneya Teja Sarma Kalvakolanu,http://arxiv.org/abs/2003.05379v1,arXiv,plant disease detection is a huge problem and often require professional help to detect the disease this research focuses on creating a deep learning model that detects the type of disease that affected the plant from the images of the leaves of the plants the deep learning is done with the help of convolutional neural network by performing transfer learning the model is created using transfer learning and is experimented with both resnet 34 and resnet 50 to demonstrate that discriminative learning gives better results this method achieved state of art results for the dataset used the main goal is to lower the professional help to detect the plant diseases and make this model accessible to as many people as possible,4,0,10.344078,-5.8511047
An efficient plant disease detection using transfer learning approach,"Plant diseases pose significant challenges to farmers and the agricultural sector at large. However, early detection of plant diseases is crucial to mitigating their effects and preventing widespread damage, as outbreaks can severely impact the productivity and quality of crops. With advancements in technology, there are increasing opportunities for automating the monitoring and detection of disease outbreaks in plants. This study proposed a system designed to identify and monitor plant diseases using a transfer learning approach. Specifically, the study utilizes YOLOv7 and YOLOv8, two state-ofthe-art models in the field of object detection. By fine-tuning these models on a dataset of plant leaf images, the system is able to accurately detect the presence of Bacteria, Fungi and Viral diseases such as Powdery Mildew, Angular Leaf Spot, Early blight and Tomato mosaic virus. The model's performance was evaluated using several metrics, including mean Average Precision (mAP), F1-score, Precision, and Recall, yielding values of 91.05, 89.40, 91.22, and 87.66, respectively. The result demonstrates the superior effectiveness and efficiency of YOLOv8 compared to other object detection methods, highlighting its potential for use in modern agricultural practices. The approach provides a scalable, automated solution for early any plant disease detection, contributing to enhanced crop yield, reduced reliance on manual monitoring, and supporting sustainable agricultural practices.","Bosubabu Sambana, Hillary Sunday Nnadi, Mohd Anas Wajid, Nwosu Ogochukwu Fidelia, Claudia Camacho-Zuñiga, Henry Dozie Ajuzie, Edeh Michael Onyema",http://arxiv.org/abs/2507.00070v1,arXiv,plant diseases pose significant challenges to farmers and the agricultural sector at large however early detection of plant diseases is crucial to mitigating their effects and preventing widespread damage as outbreaks can severely impact the productivity and quality of crops with advancements in technology there are increasing opportunities for automating the monitoring and detection of disease outbreaks in plants this study proposed a system designed to identify and monitor plant diseases using a transfer learning approach specifically the study utilizes yolov7 and yolov8 two state-ofthe-art models in the field of object detection by fine-tuning these models on a dataset of plant leaf images the system is able to accurately detect the presence of bacteria fungi and viral diseases such as powdery mildew angular leaf spot early blight and tomato mosaic virus the model s performance was evaluated using several metrics including mean average precision map f1-score precision and recall yielding values of 91 05 89 40 91 22 and 87 66 respectively the result demonstrates the superior effectiveness and efficiency of yolov8 compared to other object detection methods highlighting its potential for use in modern agricultural practices the approach provides a scalable automated solution for early any plant disease detection contributing to enhanced crop yield reduced reliance on manual monitoring and supporting sustainable agricultural practices,3,0,11.226825,-4.594
"A Multi-Plant Disease Diagnosis Method using Convolutional Neural
  Network","A disease that limits a plant from its maximal capacity is defined as plant disease. From the perspective of agriculture, diagnosing plant disease is crucial, as diseases often limit plants' production capacity. However, manual approaches to recognize plant diseases are often temporal, challenging, and time-consuming. Therefore, computerized recognition of plant diseases is highly desired in the field of agricultural automation. Due to the recent improvement of computer vision, identifying diseases using leaf images of a particular plant has already been introduced. Nevertheless, the most introduced model can only diagnose diseases of a specific plant. Hence, in this chapter, we investigate an optimal plant disease identification model combining the diagnosis of multiple plants. Despite relying on multi-class classification, the model inherits a multilabel classification method to identify the plant and the type of disease in parallel. For the experiment and evaluation, we collected data from various online sources that included leaf images of six plants, including tomato, potato, rice, corn, grape, and apple. In our investigation, we implement numerous popular convolutional neural network (CNN) architectures. The experimental results validate that the Xception and DenseNet architectures perform better in multi-label plant disease classification tasks. Through architectural investigation, we imply that skip connections, spatial convolutions, and shorter hidden layer connectivity cause better results in plant disease classification.","Muhammad Mohsin Kabir, Abu Quwsar Ohi, M. F. Mridha",http://arxiv.org/abs/2011.05151v1,arXiv,a disease that limits a plant from its maximal capacity is defined as plant disease from the perspective of agriculture diagnosing plant disease is crucial as diseases often limit plants production capacity however manual approaches to recognize plant diseases are often temporal challenging and time-consuming therefore computerized recognition of plant diseases is highly desired in the field of agricultural automation due to the recent improvement of computer vision identifying diseases using leaf images of a particular plant has already been introduced nevertheless the most introduced model can only diagnose diseases of a specific plant hence in this chapter we investigate an optimal plant disease identification model combining the diagnosis of multiple plants despite relying on multi-class classification the model inherits a multilabel classification method to identify the plant and the type of disease in parallel for the experiment and evaluation we collected data from various online sources that included leaf images of six plants including tomato potato rice corn grape and apple in our investigation we implement numerous popular convolutional neural network cnn architectures the experimental results validate that the xception and densenet architectures perform better in multi-label plant disease classification tasks through architectural investigation we imply that skip connections spatial convolutions and shorter hidden layer connectivity cause better results in plant disease classification,0,0,9.072026,-5.717911
"A Deep Learning-based Detector for Brown Spot Disease in Passion Fruit
  Plant Leaves","Pests and diseases pose a key challenge to passion fruit farmers across Uganda and East Africa in general. They lead to loss of investment as yields reduce and losses increases. As the majority of the farmers, including passion fruit farmers, in the country are smallholder farmers from low-income households, they do not have the sufficient information and means to combat these challenges. While, passion fruits have the potential to improve the well-being of these farmers as they have a short maturity period and high market value , without the required knowledge about the health of their crops, farmers cannot intervene promptly to turn the situation around.   For this work, we have partnered with the Uganda National Crop Research Institute (NaCRRI) to develop a dataset of expertly labelled passion fruit plant leaves and fruits, both diseased and healthy. We have made use of their extension service to collect images from 5 districts in Uganda,   With the dataset in place, we are employing state-of-the-art techniques in machine learning, and specifically deep learning, techniques at scale for object detection and classification to correctly determine the health status of passion fruit plants and provide an accurate diagnosis for positive detections.This work focuses on two major diseases woodiness (viral) and brown spot (fungal) diseases.","Andrew Katumba, Moses Bomera, Cosmas Mwikirize, Gorret Namulondo, Mary Gorret Ajero, Idd Ramathani, Olivia Nakayima, Grace Nakabonge, Dorothy Okello, Jonathan Serugunda",http://arxiv.org/abs/2007.14103v2,arXiv,pests and diseases pose a key challenge to passion fruit farmers across uganda and east africa in general they lead to loss of investment as yields reduce and losses increases as the majority of the farmers including passion fruit farmers in the country are smallholder farmers from low-income households they do not have the sufficient information and means to combat these challenges while passion fruits have the potential to improve the well-being of these farmers as they have a short maturity period and high market value without the required knowledge about the health of their crops farmers cannot intervene promptly to turn the situation around for this work we have partnered with the uganda national crop research institute nacrri to develop a dataset of expertly labelled passion fruit plant leaves and fruits both diseased and healthy we have made use of their extension service to collect images from 5 districts in uganda with the dataset in place we are employing state-of-the-art techniques in machine learning and specifically deep learning techniques at scale for object detection and classification to correctly determine the health status of passion fruit plants and provide an accurate diagnosis for positive detections this work focuses on two major diseases woodiness viral and brown spot fungal diseases,4,0,10.37525,-3.9761825
"Transferring Graph Neural Networks for Soft Sensor Modeling using
  Process Topologies","Data-driven soft sensors help in process operations by providing real-time estimates of otherwise hard- to-measure process quantities, e.g., viscosities or product concentrations. Currently, soft sensors need to be developed individually per plant. Using transfer learning, machine learning-based soft sensors could be reused and fine-tuned across plants and applications. However, transferring data-driven soft sensor models is in practice often not possible, because the fixed input structure of standard soft sensor models prohibits transfer if, e.g., the sensor information is not identical in all plants. We propose a topology-aware graph neural network approach for transfer learning of soft sensor models across multiple plants. In our method, plants are modeled as graphs: Unit operations are nodes, streams are edges, and sensors are embedded as attributes. Our approach brings two advantages for transfer learning: First, we not only include sensor data but also crucial information on the plant topology. Second, the graph neural network algorithm is flexible with respect to its sensor inputs. This allows us to model data from different plants with different sensor networks. We test the transfer learning capabilities of our modeling approach on ammonia synthesis loops with different process topologies. We build a soft sensor predicting the ammonia concentration in the product. After training on data from one process, we successfully transfer our soft sensor model to a previously unseen process with a different topology. Our approach promises to extend the data-driven soft sensors to cases to leverage data from multiple plants.","Maximilian F. Theisen, Gabrie M. H. Meesters, Artur M. Schweidtmann",http://arxiv.org/abs/2502.06826v1,arXiv,data-driven soft sensors help in process operations by providing real-time estimates of otherwise hard- to-measure process quantities e g viscosities or product concentrations currently soft sensors need to be developed individually per plant using transfer learning machine learning-based soft sensors could be reused and fine-tuned across plants and applications however transferring data-driven soft sensor models is in practice often not possible because the fixed input structure of standard soft sensor models prohibits transfer if e g the sensor information is not identical in all plants we propose a topology-aware graph neural network approach for transfer learning of soft sensor models across multiple plants in our method plants are modeled as graphs unit operations are nodes streams are edges and sensors are embedded as attributes our approach brings two advantages for transfer learning first we not only include sensor data but also crucial information on the plant topology second the graph neural network algorithm is flexible with respect to its sensor inputs this allows us to model data from different plants with different sensor networks we test the transfer learning capabilities of our modeling approach on ammonia synthesis loops with different process topologies we build a soft sensor predicting the ammonia concentration in the product after training on data from one process we successfully transfer our soft sensor model to a previously unseen process with a different topology our approach promises to extend the data-driven soft sensors to cases to leverage data from multiple plants,6,0,9.635448,-2.643381
"Common human diseases prediction using machine learning based on survey
  data","In this era, the moment has arrived to move away from disease as the primary emphasis of medical treatment. Although impressive, the multiple techniques that have been developed to detect the diseases. In this time, there are some types of diseases COVID-19, normal flue, migraine, lung disease, heart disease, kidney disease, diabetics, stomach disease, gastric, bone disease, autism are the very common diseases. In this analysis, we analyze disease symptoms and have done disease predictions based on their symptoms. We studied a range of symptoms and took a survey from people in order to complete the task. Several classification algorithms have been employed to train the model. Furthermore, performance evaluation matrices are used to measure the model's performance. Finally, we discovered that the part classifier surpasses the others.","Jabir Al Nahian, Abu Kaisar Mohammad Masum, Sheikh Abujar, Md. Jueal Mia",http://arxiv.org/abs/2209.10750v1,arXiv,in this era the moment has arrived to move away from disease as the primary emphasis of medical treatment although impressive the multiple techniques that have been developed to detect the diseases in this time there are some types of diseases covid-19 normal flue migraine lung disease heart disease kidney disease diabetics stomach disease gastric bone disease autism are the very common diseases in this analysis we analyze disease symptoms and have done disease predictions based on their symptoms we studied a range of symptoms and took a survey from people in order to complete the task several classification algorithms have been employed to train the model furthermore performance evaluation matrices are used to measure the model s performance finally we discovered that the part classifier surpasses the others,2,1,11.564855,0.7063693
Hydra-Bench: A Benchmark for Multi-Modal Leaf Wetness Sensing,"Leaf wetness detection is a crucial task in agricultural monitoring, as it directly impacts the prediction and protection of plant diseases. However, existing sensing systems suffer from limitations in robustness, accuracy, and environmental resilience when applied to natural leaves under dynamic real-world conditions. To address these challenges, we introduce a new multi-modal dataset specifically designed for evaluating and advancing machine learning algorithms in leaf wetness detection. Our dataset comprises synchronized mmWave raw data, Synthetic Aperture Radar (SAR) images, and RGB images collected over six months from five diverse plant species in both controlled and outdoor field environments. We provide detailed benchmarks using the Hydra model, including comparisons against single modality baselines and multiple fusion strategies, as well as performance under varying scan distances. Additionally, our dataset can serve as a benchmark for future SAR imaging algorithm optimization, enabling a systematic evaluation of detection accuracy under diverse conditions.","Yimeng Liu, Maolin Gan, Yidong Ren, Gen Li, Jingkai Lin, Younsuk Dong, Zhichao Cao",http://arxiv.org/abs/2507.22685v1,arXiv,leaf wetness detection is a crucial task in agricultural monitoring as it directly impacts the prediction and protection of plant diseases however existing sensing systems suffer from limitations in robustness accuracy and environmental resilience when applied to natural leaves under dynamic real-world conditions to address these challenges we introduce a new multi-modal dataset specifically designed for evaluating and advancing machine learning algorithms in leaf wetness detection our dataset comprises synchronized mmwave raw data synthetic aperture radar sar images and rgb images collected over six months from five diverse plant species in both controlled and outdoor field environments we provide detailed benchmarks using the hydra model including comparisons against single modality baselines and multiple fusion strategies as well as performance under varying scan distances additionally our dataset can serve as a benchmark for future sar imaging algorithm optimization enabling a systematic evaluation of detection accuracy under diverse conditions,1,0,8.678062,-3.039787
"Deep Learning-Based Computational Model for Disease Identification in
  Cocoa Pods (Theobroma cacao L.)","The early identification of diseases in cocoa pods is an important task to guarantee the production of high-quality cocoa. The use of artificial intelligence techniques such as machine learning, computer vision and deep learning are promising solutions to help identify and classify diseases in cocoa pods. In this paper we introduce the development and evaluation of a deep learning computational model applied to the identification of diseases in cocoa pods, focusing on ""monilia"" and ""black pod"" diseases. An exhaustive review of state-of-the-art of computational models was carried out, based on scientific articles related to the identification of plant diseases using computer vision and deep learning techniques. As a result of the search, EfficientDet-Lite4, an efficient and lightweight model for object detection, was selected. A dataset, including images of both healthy and diseased cocoa pods, has been utilized to train the model to detect and pinpoint disease manifestations with considerable accuracy. Significant enhancements in the model training and evaluation demonstrate the capability of recognizing and classifying diseases through image analysis. Furthermore, the functionalities of the model were integrated into an Android native mobile with an user-friendly interface, allowing to younger or inexperienced farmers a fast and accuracy identification of health status of cocoa pods","Darlyn Buenaño Vera, Byron Oviedo, Washington Chiriboga Casanova, Cristian Zambrano-Vega",http://arxiv.org/abs/2401.01247v1,arXiv,the early identification of diseases in cocoa pods is an important task to guarantee the production of high-quality cocoa the use of artificial intelligence techniques such as machine learning computer vision and deep learning are promising solutions to help identify and classify diseases in cocoa pods in this paper we introduce the development and evaluation of a deep learning computational model applied to the identification of diseases in cocoa pods focusing on monilia and black pod diseases an exhaustive review of state-of-the-art of computational models was carried out based on scientific articles related to the identification of plant diseases using computer vision and deep learning techniques as a result of the search efficientdet-lite4 an efficient and lightweight model for object detection was selected a dataset including images of both healthy and diseased cocoa pods has been utilized to train the model to detect and pinpoint disease manifestations with considerable accuracy significant enhancements in the model training and evaluation demonstrate the capability of recognizing and classifying diseases through image analysis furthermore the functionalities of the model were integrated into an android native mobile with an user-friendly interface allowing to younger or inexperienced farmers a fast and accuracy identification of health status of cocoa pods,4,0,10.521825,-4.107442
"sCrop: A Internet-of-Agro-Things (IoAT) Enabled Solar Powered Smart
  Device for Automatic Plant Disease Prediction","Internet-of-Things (IoT) is omnipresent, ranging from home solutions to turning wheels for the fourth industrial revolution. This article presents the novel concept of Internet-of-Agro-Things (IoAT) with an example of automated plant disease prediction. It consists of solar enabled sensor nodes which help in continuous sensing and automating agriculture. The existing solutions have implemented a battery powered sensor node. On the contrary, the proposed system has adopted the use of an energy efficient way of powering using solar energy. It is observed that around 80% of the crops are attacked with microbial diseases in traditional agriculture. To prevent this, a health maintenance system is integrated with the sensor node, which captures the image of the crop and performs an analysis with the trained Convolutional Neural Network (CNN) model. The deployment of the proposed system is demonstrated in a real-time environment using a microcontroller, solar sensor nodes with a camera module, and an mobile application for the farmers visualization of the farms. The deployed prototype was deployed for two months and has achieved a robust performance by sustaining in varied weather conditions and continued to remain rust-free. The proposed deep learning framework for plant disease prediction has achieved an accuracy of 99.2% testing accuracy.","Venkanna Udutalapally, Saraju P. Mohanty, Vishal Pallagani, Vedant Khandelwal",http://arxiv.org/abs/2005.06342v1,arXiv,internet-of-things iot is omnipresent ranging from home solutions to turning wheels for the fourth industrial revolution this article presents the novel concept of internet-of-agro-things ioat with an example of automated plant disease prediction it consists of solar enabled sensor nodes which help in continuous sensing and automating agriculture the existing solutions have implemented a battery powered sensor node on the contrary the proposed system has adopted the use of an energy efficient way of powering using solar energy it is observed that around 80 of the crops are attacked with microbial diseases in traditional agriculture to prevent this a health maintenance system is integrated with the sensor node which captures the image of the crop and performs an analysis with the trained convolutional neural network cnn model the deployment of the proposed system is demonstrated in a real-time environment using a microcontroller solar sensor nodes with a camera module and an mobile application for the farmers visualization of the farms the deployed prototype was deployed for two months and has achieved a robust performance by sustaining in varied weather conditions and continued to remain rust-free the proposed deep learning framework for plant disease prediction has achieved an accuracy of 99 2 testing accuracy,4,0,9.448867,-3.862689
"Paddy Disease Detection and Classification Using Computer Vision
  Techniques: A Mobile Application to Detect Paddy Disease","Plant diseases significantly impact our food supply, causing problems for farmers, economies reliant on agriculture, and global food security. Accurate and timely plant disease diagnosis is crucial for effective treatment and minimizing yield losses. Despite advancements in agricultural technology, a precise and early diagnosis remains a challenge, especially in underdeveloped regions where agriculture is crucial and agricultural experts are scarce. However, adopting Deep Learning applications can assist in accurately identifying diseases without needing plant pathologists. In this study, the effectiveness of various computer vision models for detecting paddy diseases is evaluated and proposed the best deep learning-based disease detection system. Both classification and detection using the Paddy Doctor dataset, which contains over 20,000 annotated images of paddy leaves for disease diagnosis are tested and evaluated. For detection, we utilized the YOLOv8 model-based model were used for paddy disease detection and CNN models and the Vision Transformer were used for disease classification. The average mAP50 of 69% for detection tasks was achieved and the Vision Transformer classification accuracy was 99.38%. It was found that detection models are effective at identifying multiple diseases simultaneously with less computing power, whereas classification models, though computationally expensive, exhibit better performance for classifying single diseases. Additionally, a mobile application was developed to enable farmers to identify paddy diseases instantly. Experiments with the app showed encouraging results in utilizing the trained models for both disease classification and treatment guidance.","Bimarsha Khanal, Paras Poudel, Anish Chapagai, Bijan Regmi, Sitaram Pokhrel, Salik Ram Khanal",http://arxiv.org/abs/2412.05996v1,arXiv,plant diseases significantly impact our food supply causing problems for farmers economies reliant on agriculture and global food security accurate and timely plant disease diagnosis is crucial for effective treatment and minimizing yield losses despite advancements in agricultural technology a precise and early diagnosis remains a challenge especially in underdeveloped regions where agriculture is crucial and agricultural experts are scarce however adopting deep learning applications can assist in accurately identifying diseases without needing plant pathologists in this study the effectiveness of various computer vision models for detecting paddy diseases is evaluated and proposed the best deep learning-based disease detection system both classification and detection using the paddy doctor dataset which contains over 20 000 annotated images of paddy leaves for disease diagnosis are tested and evaluated for detection we utilized the yolov8 model-based model were used for paddy disease detection and cnn models and the vision transformer were used for disease classification the average map50 of 69 for detection tasks was achieved and the vision transformer classification accuracy was 99 38 it was found that detection models are effective at identifying multiple diseases simultaneously with less computing power whereas classification models though computationally expensive exhibit better performance for classifying single diseases additionally a mobile application was developed to enable farmers to identify paddy diseases instantly experiments with the app showed encouraging results in utilizing the trained models for both disease classification and treatment guidance,4,0,10.720092,-4.412231
Push Past Green: Learning to Look Behind Plant Foliage by Moving It,"Autonomous agriculture applications (e.g., inspection, phenotyping, plucking fruits) require manipulating the plant foliage to look behind the leaves and the branches. Partial visibility, extreme clutter, thin structures, and unknown geometry and dynamics for plants make such manipulation challenging. We tackle these challenges through data-driven methods. We use self-supervision to train SRPNet, a neural network that predicts what space is revealed on execution of a candidate action on a given plant. We use SRPNet with the cross-entropy method to predict actions that are effective at revealing space beneath plant foliage. Furthermore, as SRPNet does not just predict how much space is revealed but also where it is revealed, we can execute a sequence of actions that incrementally reveal more and more space beneath the plant foliage. We experiment with a synthetic (vines) and a real plant (Dracaena) on a physical test-bed across 5 settings including 2 settings that test generalization to novel plant configurations. Our experiments reveal the effectiveness of our overall method, PPG, over a competitive hand-crafted exploration method, and the effectiveness of SRPNet over a hand-crafted dynamics model and relevant ablations.","Xiaoyu Zhang, Saurabh Gupta",http://arxiv.org/abs/2307.03175v2,arXiv,autonomous agriculture applications e g inspection phenotyping plucking fruits require manipulating the plant foliage to look behind the leaves and the branches partial visibility extreme clutter thin structures and unknown geometry and dynamics for plants make such manipulation challenging we tackle these challenges through data-driven methods we use self-supervision to train srpnet a neural network that predicts what space is revealed on execution of a candidate action on a given plant we use srpnet with the cross-entropy method to predict actions that are effective at revealing space beneath plant foliage furthermore as srpnet does not just predict how much space is revealed but also where it is revealed we can execute a sequence of actions that incrementally reveal more and more space beneath the plant foliage we experiment with a synthetic vines and a real plant dracaena on a physical test-bed across 5 settings including 2 settings that test generalization to novel plant configurations our experiments reveal the effectiveness of our overall method ppg over a competitive hand-crafted exploration method and the effectiveness of srpnet over a hand-crafted dynamics model and relevant ablations,6,0,8.1936245,-3.1568918
"Deep Learning-Based Approach for Identification of Potato Leaf Diseases
  Using Wrapper Feature Selection and Feature Concatenation","The potato is a widely grown crop in many regions of the world. In recent decades, potato farming has gained incredible traction in the world. Potatoes are susceptible to several illnesses that stunt their development. This plant seems to have significant leaf disease. Early Blight and Late Blight are two prevalent leaf diseases that affect potato plants. The early detection of these diseases would be beneficial for enhancing the yield of this crop. The ideal solution is to use image processing to identify and analyze these disorders. Here, we present an autonomous method based on image processing and machine learning to detect late blight disease affecting potato leaves. The proposed method comprises four different phases: (1) Histogram Equalization is used to improve the quality of the input image; (2) feature extraction is performed using a Deep CNN model, then these extracted features are concatenated; (3) feature selection is performed using wrapper-based feature selection; (4) classification is performed using an SVM classifier and its variants. This proposed method achieves the highest accuracy of 99% using SVM by selecting 550 features.","Muhammad Ahtsam Naeem, Muhammad Asim Saleem, Muhammad Imran Sharif, Shahzad Akber, Sajjad Saleem, Zahid Akhtar, Kamran Siddique",http://arxiv.org/abs/2502.03370v4,arXiv,the potato is a widely grown crop in many regions of the world in recent decades potato farming has gained incredible traction in the world potatoes are susceptible to several illnesses that stunt their development this plant seems to have significant leaf disease early blight and late blight are two prevalent leaf diseases that affect potato plants the early detection of these diseases would be beneficial for enhancing the yield of this crop the ideal solution is to use image processing to identify and analyze these disorders here we present an autonomous method based on image processing and machine learning to detect late blight disease affecting potato leaves the proposed method comprises four different phases 1 histogram equalization is used to improve the quality of the input image 2 feature extraction is performed using a deep cnn model then these extracted features are concatenated 3 feature selection is performed using wrapper-based feature selection 4 classification is performed using an svm classifier and its variants this proposed method achieves the highest accuracy of 99 using svm by selecting 550 features,3,0,11.096366,-5.1342335
"Context-aware Health Event Prediction via Transition Functions on
  Dynamic Disease Graphs","With the wide application of electronic health records (EHR) in healthcare facilities, health event prediction with deep learning has gained more and more attention. A common feature of EHR data used for deep-learning-based predictions is historical diagnoses. Existing work mainly regards a diagnosis as an independent disease and does not consider clinical relations among diseases in a visit. Many machine learning approaches assume disease representations are static in different visits of a patient. However, in real practice, multiple diseases that are frequently diagnosed at the same time reflect hidden patterns that are conducive to prognosis. Moreover, the development of a disease is not static since some diseases can emerge or disappear and show various symptoms in different visits of a patient. To effectively utilize this combinational disease information and explore the dynamics of diseases, we propose a novel context-aware learning framework using transition functions on dynamic disease graphs. Specifically, we construct a global disease co-occurrence graph with multiple node properties for disease combinations. We design dynamic subgraphs for each patient's visit to leverage global and local contexts. We further define three diagnosis roles in each visit based on the variation of node properties to model disease transition processes. Experimental results on two real-world EHR datasets show that the proposed model outperforms state of the art in predicting health events.","Chang Lu, Tian Han, Yue Ning",http://arxiv.org/abs/2112.05195v2,arXiv,with the wide application of electronic health records ehr in healthcare facilities health event prediction with deep learning has gained more and more attention a common feature of ehr data used for deep-learning-based predictions is historical diagnoses existing work mainly regards a diagnosis as an independent disease and does not consider clinical relations among diseases in a visit many machine learning approaches assume disease representations are static in different visits of a patient however in real practice multiple diseases that are frequently diagnosed at the same time reflect hidden patterns that are conducive to prognosis moreover the development of a disease is not static since some diseases can emerge or disappear and show various symptoms in different visits of a patient to effectively utilize this combinational disease information and explore the dynamics of diseases we propose a novel context-aware learning framework using transition functions on dynamic disease graphs specifically we construct a global disease co-occurrence graph with multiple node properties for disease combinations we design dynamic subgraphs for each patient s visit to leverage global and local contexts we further define three diagnosis roles in each visit based on the variation of node properties to model disease transition processes experimental results on two real-world ehr datasets show that the proposed model outperforms state of the art in predicting health events,5,1,10.671903,-0.07893818
